Node,Community
508940291,0.0
1141346308,1.0
5813032967,1.0
753852432,0.0
5813067793,0.0
5813067792,0.0
5812983827,3.0
674519060,3.0
5813067795,1.0
424767514,0.0
1165465632,0.0
784541732,2.0
1204547624,3.0
5813067817,1.0
1175070762,2.0
1172713514,1.0
1172713521,2.0
1141342258,1.0
5813067826,2.0
1141342260,1.0
5813033012,0.0
5813041206,0.0
1080580151,0.0
5813102642,1.0
5813067833,0.0
725217343,1.0
5813082175,2.0
385132611,0.0
1004527691,1.0
723167312,0.0
5813096528,2.0
1004527700,1.0
1141342299,1.0
693846112,1.0
1142024290,1.0
5813033059,0.0
509700197,1.0
662081640,0.0
5813033065,1.0
662763626,0.0
973488234,1.0
1295855722,1.0
602118253,1.0
829261936,3.0
601712754,0.0
786260089,2.0
1173753977,2.0
5813033086,2.0
723849351,1.0
5812981895,3.0
1141350537,3.0
1171431567,1.0
477900945,0.0
631400598,0.0
5813069977,3.0
662767770,0.0
784541854,0.0
477900959,0.0
1141346462,1.0
985813153,3.0
5812981924,0.0
5813033125,2.0
988852391,1.0
1141346472,0.0
5812981932,0.0
631400622,0.0
5813022896,1.0
1326813363,1.0
631396532,0.0
911755444,2.0
5813033144,0.0
613398716,2.0
5812981951,0.0
663130304,2.0
1097265345,0.0
847302850,0.0
1069295816,0.0
632082635,0.0
723495119,1.0
632086737,2.0
724531411,1.0
1069295830,0.0
1203480791,3.0
645224664,3.0
1141631198,1.0
5812981986,0.0
5812981989,2.0
5812981990,1.0
815909099,1.0
862705904,1.0
1204875505,3.0
5812982000,1.0
631400693,0.0
1142706421,0.0
5812982011,0.0
5813096699,2.0
5813061888,2.0
1173072129,1.0
5812982017,1.0
5812982020,2.0
1141631240,1.0
5813033226,0.0
5901193485,0.0
540389646,1.0
661766416,0.0
1203769621,2.0
538951958,0.0
983759126,3.0
447219992,0.0
692810011,1.0
943118619,2.0
600684832,0.0
662806818,0.0
693133603,1.0
1140738351,3.0
661408056,0.0
1141268794,2.0
1204447548,1.0
694524222,1.0
1174077762,1.0
5813057869,0.0
911759695,1.0
5813094743,0.0
662094168,1.0
509264220,0.0
799586652,1.0
662802782,1.0
5813100896,0.0
540389734,0.0
478660968,1.0
662081902,0.0
5813047662,1.0
1265852784,2.0
1100675450,2.0
630722941,1.0
1143677310,0.0
5813053821,1.0
662763904,0.0
1005179264,0.0
549955973,1.0
5812982154,0.0
1232654731,0.0
630727056,0.0
662452625,1.0
5812982168,1.0
1016603034,3.0
570997147,0.0
1204443547,1.0
632402333,0.0
5813057947,3.0
