pr,indeg_jsd,outdeg_jsd
0.2,0.5438121193797298,0.49336653596689223
0.4,0.5904265126475001,0.4579971265306595
0.6,0.6092741777111687,0.44482950599144117
0.8,0.605737313249432,0.5178543040342324
1.0,0.5798224745402142,0.6027775442337265
1.2,0.5539574985273877,0.6934368299518376
