1197100399	769544445	14
5813059835	1002848661	9
5813059835	978733459	8
1170866180	1108485790	139
1015700298	1109158650	4
1170866180	1140862679	375
1290416713	1002848661	273
5813059835	820144012	529
1015700298	919763043	17
1199712167	978733459	388
1170866180	769544445	122
1290416713	978733459	438
5813059835	919763043	2
849482511	1002848661	39
5813059835	696682163	758
1199712167	820144012	411
849482511	978733459	30
849482511	5813062866	139
1015700298	1292816565	12
1290416713	820144012	209
1199712167	919763043	267
5813059835	1192152791	398
1199712167	696682163	451
1197100399	1201615899	325
849482511	820144012	210
5813059835	725942718	616
5813059835	912596952	430
1197100399	5813014028	375
1170866180	1201615899	28
1015700298	5812986876	258
1199712167	1192152791	715
5813059835	725951660	604
1290416713	696682163	1332
1170866180	1141213129	342
1170866180	5813014028	338
849482511	696682163	1304
1199712167	725942718	599
1198680426	5813071320	142
849482511	5813080979	399
1170866180	1232979445	12
1198680426	919763043	725
1199712167	912596952	578
881217171	1002852791	944
1015700298	5813014028	74
1198680426	696682163	378
1199712167	725951660	453
881217171	910447075	4603
881217171	1218728570	3421
1290416713	1192152791	581
1198680426	977710985	71
881217171	1168659995	2317
1015700298	1261423454	13
1198680426	1192152791	428
1170866275	769544445	101
910442752	1002848661	2852
910442752	1137590785	11
881217171	1218732640	5311
910442752	5813061251	295
1290416713	725942718	1040
910442752	5813062866	403
1198680426	725942718	450
849482511	725942718	38
1109154711	1109158650	68
910442752	1002852791	362
910442752	910447075	2093
881217171	941123755	3646
910442752	1218728570	2288
1198680426	912596952	318
910442752	1168659995	806
1290416713	912596952	746
1198680426	725951660	482
910442752	1218732640	2028
1290416713	725951660	939
849482511	725951660	570
910442752	941123755	2259
1170866275	1171207096	370
1199712272	978733459	414
1170866275	5813014028	627
849482511	1508334312	781
1109154711	1141213129	9
1109154711	5813014028	13
1199712272	820144012	351
1199712272	5813071320	142
1199712272	919763043	528
910442752	5813080979	2848
1199712272	696682163	660
1229848754	769544445	55
1197104631	1201961255	4
1199712272	977710985	126
881217171	5813080979	4034
1199712272	1192152791	757
910442752	1125964630	1122
910442752	1125964814	177
1199712272	725942718	649
910442752	1062526223	1185
1197104631	1201615899	134
910442752	1125969082	2081
569775058	1004017998	777
910442752	1034219901	348
910442752	1034220115	54
1229848754	1201615899	131
1199712272	912596952	340
1197104631	1141213129	15
1197104631	5813014028	226
1108109684	5813014028	447
1199712272	725951660	462
1229848754	5813014028	592
910442752	1002507131	2547
910442752	1002507159	566
910442752	1601771527	2548
1229848754	1232979445	59
