1197100399	769544445	61
5813059835	1002848661	20
5813059835	978733459	27
1170866180	1108485790	257
1015700298	1109158650	7
1170866180	1140862679	681
1290416713	1002848661	478
5813059835	820144012	1183
1015700298	919763043	43
1199712167	978733459	701
1170866180	769544445	243
1290416713	978733459	765
5813059835	919763043	10
849482511	1002848661	127
5813059835	696682163	1332
1199712167	820144012	782
849482511	978733459	68
849482511	5813062866	299
1015700298	1292816565	22
1290416713	820144012	359
1199712167	919763043	480
5813059835	1192152791	858
1199712167	696682163	862
1197100399	1201615899	598
849482511	820144012	397
5813059835	725942718	1165
1108109658	5813014028	8
5813059835	912596952	795
1290416713	919763043	1
1015700298	5812986876	400
1197100399	5813014028	701
5813059835	725951660	1070
1170866180	1201615899	53
1199712167	1192152791	1369
1290416713	696682163	2445
1170866180	1141213129	540
849482511	696682163	2346
1170866180	5813014028	667
1198680426	5813071320	285
1199712167	725942718	1103
849482511	5813080979	667
1198680426	919763043	1262
1170866180	1232979445	29
1199712167	912596952	1107
881217171	1002852791	1768
1015700298	5813014028	125
1198680426	696682163	727
1199712167	725951660	966
881217171	910447075	8182
1170866180	1171910380	1
881217171	1218728570	6678
1290416713	1192152791	1326
1198680426	977710985	110
881217171	1168659995	4111
1015700298	1261423454	14
1198680426	1192152791	801
1170866275	769544445	189
910442752	1002848661	5254
910442752	1137590785	21
881217171	1218732640	9864
910442752	5813061251	535
1170866275	1201961255	1
1290416713	725942718	1872
910442752	5813062866	744
1109154711	1109158650	141
1198680426	725942718	875
849482511	725942718	64
910442752	1002852791	653
910442752	910447075	4224
881217171	941123755	6700
910442752	1218728570	4568
1198680426	912596952	642
910442752	1168659995	1459
1290416713	912596952	1303
1198680426	725951660	957
910442752	1218732640	4063
849482511	725951660	1066
1290416713	725951660	1763
910442752	941123755	4389
1170866275	1171207096	728
1199712272	1002848661	2
1199712272	978733459	755
1170866275	5813014028	1201
849482511	1508334312	1324
1109154711	1141213129	18
1109154711	5813014028	20
1199712272	820144012	648
1199712272	5813071320	261
1199712272	919763043	956
1229848754	769544445	91
1197104631	1201961255	14
1199712272	696682163	1164
910442752	5813080979	5216
910442752	1220584946	7
1199712272	977710985	200
1199712272	1192152791	1516
881217171	5813080979	7433
1197104631	1201615899	272
881217171	918334668	3
1199712272	725942718	1283
569775058	1004017998	1495
910442752	1125964630	2148
910442752	1125964814	322
1229848754	1201615899	260
1197104631	1141213129	30
910442752	1062526223	2370
1197104631	5813014028	469
1108109684	5813014028	911
910442752	1125969082	4102
1199712272	912596952	682
910442752	1034219901	591
910442752	1034220115	99
1229848754	5813014028	1119
1199712272	725951660	922
917647959	1002848661	6
1229848754	1232979445	111
1229848754	1232983358	43
910442752	1002507131	4550
910442752	1002507159	989
881221166	1218732640	1056
1198680441	5813071320	166
917647959	978733459	292
910442752	1601771527	4825
5813056953	569775058	11130
1198680441	919763043	992
881217171	1125964630	7774
881217171	1125964814	1699
881221166	941123755	4125
1198680441	696682163	655
5813058389	569775058	34
881217171	1062526223	8114
1229849063	769544445	100
917647959	1262114112	525
1198680441	977710985	55
910442723	569775058	2347
881217171	1125969082	8913
910442752	569775058	3179
910442752	663562172	2337
881217171	1034219901	1407
910442782	569775058	2519
881217171	1034220115	87
910442752	972892437	2807
1198680441	1192152791	1282
1229849063	1201961255	1
910442752	1066088381	2
910442752	879183317	2023
910442752	1126647624	256
5813061383	569775058	3025
1198680441	725942718	951
917647959	820144012	1054
569775058	978733459	327
910442752	847336755	4546
910442752	1600083889	2832
1198680441	912596952	552
910442752	1508334312	4074
881217171	569775058	6850
1198680441	725951660	861
881221166	5813080979	6436
881217171	1002507131	8332
1322133531	1002848661	18
881217171	1002507159	2181
1322133531	978733459	62
917647959	5813071320	2349
910442752	973566036	3904
910442752	1353544607	3039
910442752	1168340507	19
1229849063	1201615899	465
881217171	1601771527	6148
1322133531	820144012	768
881221166	1259386264	47
910442752	1219069439	2747
881221166	569775058	4719
881217171	912596952	1
1322133531	696682163	908
1229849063	5813014028	1192
917647959	919763043	4839
910442752	724280817	1808
1229849063	1232979445	142
881221166	1125964630	3174
881221166	1125964814	294
1322133531	1192152791	1208
917647959	1322811240	13
881221166	1062526223	4370
881221166	1125969082	1307
942173776	569775058	16071
1322133531	725942718	1090
881221166	1034219901	125
881221166	1034220115	30
881217171	663562172	6546
1229849064	1108485790	6
917647959	696682163	689
911241750	569775058	5367
1229849064	1140862679	19
881217171	972892437	6983
1322133531	912596952	905
910442752	1127471692	2053
1322133531	725951660	959
910442752	693755250	5791
917647959	1231066662	3
1229849064	1109158650	9
881221166	1002507131	732
881217171	1066088381	34
881221166	1002507159	221
1229849064	1201961255	66
910442752	5813040233	407
881221166	1601771527	882
917647959	1261086734	9
881217171	879183317	4711
881217171	1126647624	1676
911901802	569775058	3498
5813070465	919763043	19
1168392468	978733459	98
917647959	1291366237	6
917647959	977710985	2181
881217171	847336755	7650
1168392468	820144012	431
881217171	1600083889	7203
570461892	569775058	243
1168392468	5813071320	330
881217171	1508334312	9660
881221166	663562172	3217
5813080838	569775058	27
881221166	972892437	2068
1168392468	919763043	200
1095275456	569775058	5971
1168392468	696682163	369
1229849064	1201615899	49
881221166	1066088381	258
881217171	973566036	11530
911906936	569775058	4229
917647959	1192152791	2171
917647959	1292816565	1281
881221166	879183317	1687
1109141617	769544445	412
1168392468	977710985	594
881221166	1126647624	710
881217171	1353544607	9146
917647959	1199625952	4
1229849064	1141213129	187
917647959	1167645442	1126
1229849064	5813014028	1385
1168392468	1192152791	490
881221166	847336755	3951
881221166	1600083889	5553
911911004	569775058	5691
881217171	1219069439	5576
881221166	1508334312	3810
911911193	569775058	3322
1229849064	1232979445	1
911911699	569775058	4320
1168392468	725942718	243
1229849064	1200610109	131
881221166	973566036	8790
881221166	1353544607	2119
1168392468	912596952	362
1168392468	725951660	410
881221166	1219069439	331
881217171	1137288015	11
1109141617	5812986876	171
5813048042	972555509	4345
881217171	724280817	6290
911129204	569775058	3199
911129339	569775058	3057
917647959	725942718	1408
881221166	1137288015	1
972555509	1004017998	428
917647959	1198326456	888
881221166	724280817	3326
911919044	569775058	1747
1109141617	5813014028	895
881221166	1167965225	6
911919917	569775058	4158
917647959	1261768880	21
911134009	569775058	1784
917647959	1260327246	154
1109141617	1110164795	252
569775058	1192152791	1
734581598	569775058	2312
881221166	1127471692	2529
881217171	1036637638	1
881217171	1127471692	8863
917647959	912596952	1355
881221166	693755250	940
910442782	1002848661	1519
1109141661	769544445	390
911138168	569775058	2030
910442782	5813061251	767
881217171	693755250	7934
881221166	5813040233	1023
941810314	569775058	1946
910442782	5813062866	726
917647959	725951660	792
910442782	1002852791	233
1233281209	5813071320	59
910442782	910447075	1932
5813070465	1508334312	34328
910442782	1218728570	1628
881217171	5813040233	2036
1233281209	919763043	69
1233281209	1201961255	98
941814244	569775058	12
910442723	972555509	4111
910442782	1168659995	526
910442752	972555509	3635
941814787	569775058	3053
1139822602	769544445	445
917647959	1230319275	980
910442782	1218732640	2088
910442782	972555509	4526
509410587	569775058	11339
1137590785	972555509	15
1233281209	977710985	15
910442782	941123755	3171
1109141661	5812986876	303
5813061383	972555509	3624
972555509	978733459	127
881217171	972555509	7494
1109141661	5813014028	982
1109141661	1110164795	841
1233281209	1171207096	36
1233281209	1201615899	1274
1158747783	569775058	2196
881221166	972555509	1605
910442782	5813080979	2580
880875736	569775058	4220
1109141678	769544445	233
1233281209	5813014028	31
725951521	569775058	484
1169576040	769544445	99
849421763	569775058	953
633546217	569775058	3336
1233281209	1232979445	643
1109158650	5813071320	501
5813071320	1109158650	729
911241750	972555509	3124
1233281209	1232983358	1347
910442782	1125964630	3482
1233281209	1200610109	9
910442782	1125964814	345
880880259	569775058	2344
1169576040	919763043	171
1109158650	919763043	428
695629525	972555509	5830
910442782	1062526223	3904
1110868515	1169576040	16
917647959	1230738247	12
1233281209	1171910380	46
1139835387	1109158650	3
910442782	1125969082	1975
917647959	1167300154	19
917647959	1167300194	3
910442782	1034219901	448
910442782	1034220115	28
1109141678	5812986876	520
1137085557	1109158650	58
1137085624	1109158650	28
911901802	972555509	5865
1169576040	1292816565	72
1200527805	1109158650	32
5813077544	972555509	1866
1171954356	1109158650	23
917647959	5813020455	1040
1259510931	1109158650	654
910442782	1002507131	2099
910442782	1002507159	224
1200942353	1169576040	8
1109141678	5813014028	1460
910442782	1601771527	1422
1169576040	1198326456	5
1201580945	1109158650	32
570461892	972555509	951
1109158650	977710985	487
977710985	1109158650	888
1140240894	1109158650	2623
1109141678	1110164795	2146
1169576040	5812986876	111
5813080838	972555509	859
1200273581	1109158650	901
770226597	1109158650	88
917647959	1323156554	19
1200536428	1109158650	348
1139826933	1171207096	276
1139826933	1201615899	38
1202241942	1109158650	17
1095275456	972555509	10174
1190171884	972555509	9
911565408	569775058	764
910442782	663562172	3178
917647959	1261423444	8
911565419	569775058	2311
917647959	1261423454	608
917647959	1261423507	41
910442782	972892437	4255
1128097470	569775058	1599
911906936	972555509	6306
1322133768	1002848661	29
1138807914	1109158650	100
1322133768	978733459	19
1139826933	5813014028	2
478375456	569775058	134
910442782	1066088381	2
1169576040	5813014028	247
910442782	879183317	2108
1322133768	820144012	768
910442782	1126647624	523
973959177	569775058	808
1140517447	1109158650	7
1200942353	1109158650	812
911911004	972555509	1956
910442782	847336755	3513
695956656	569775058	3644
1322133768	919763043	16
910783731	569775058	2326
910442782	1600083889	401
1200290859	1109158650	7
911911193	972555509	2081
416642425	569775058	2836
1322133768	696682163	1141
910442782	1508334312	3298
1108459071	1169576040	43
911911699	972555509	3818
910783883	569775058	5175
910783961	569775058	2207
910442782	973566036	7201
1169842672	1201961255	1627
1137771829	1109158650	92
910442782	1353544607	2288
1202259458	1109158650	143
911574041	569775058	2786
1322133768	1192152791	831
1108152508	1109158650	2232
1109158650	1260327246	238
910442782	1219069439	1166
1564758330	769544445	52
911574261	569775058	3886
917647959	1261436305	33
1228821305	769544445	91
1228821333	769544445	140
1322133768	725942718	720
910787992	569775058	1235
5813065506	769544445	364
1201559521	769544445	763
1201559665	769544445	92
1230526667	769544445	166
1230526693	769544445	125
1108105485	769544445	303
5812986547	1109158650	759
5812986579	1109158650	55
5812986870	1109158650	2037
5812986871	1109158650	48
911129204	972555509	5548
1322133768	912596952	632
1015700298	769544445	88
5812987236	1109158650	63
911129339	972555509	4380
1197104631	769544445	38
910442782	724280817	3487
1322133768	725951660	1193
1233281209	769544445	460
1139826933	769544445	1739
1169842672	769544445	59
1261056809	978733459	1574
1198809611	769544445	92
1169842714	769544445	2
1108813935	1109158650	161
1198809632	769544445	793
1198809646	769544445	678
1198809657	769544445	67
1198809663	769544445	113
1047421689	769544445	14861
