pr,indeg_ks,indeg_pval,outdeg_ks,outdeg_pval
0.2,0.9120521172638436,0.0,0.5548317046688382,9.893434140122177e-131
0.4,0.8653637350705755,0.0,0.2692725298588491,9.001310561276323e-30
0.6,0.8295331161780674,1.393e-321,0.2975027144408252,2.3859883394339076e-36
0.8,0.8110749185667753,1.6650614547561832e-304,0.3767643865363735,1.34852853733691e-58
1.0,0.7991313789359392,6.981942155147376e-294,0.5841476655808904,6.855819968299609e-146
1.2,0.7926167209554832,3.1931131973730522e-288,0.7242128121606949,7.083447292433706e-234
