Node,Community
1788974593,5.0
1510648834,5.0
1847944705,2.0
801283077,1.0
1353043462,4.0
1231044615,0.0
1667571719,5.0
1574164489,3.0
1605791755,1.0
1637844473,3.0
5813049870,1.0
5812983825,5.0
5901226003,4.0
1510311956,0.0
1510316567,0.0
1510652444,3.0
1759649309,2.0
673863199,3.0
1261229600,2.0
1168915489,4.0
926454306,3.0
1419909152,1.0
1541359136,3.0
1566597156,0.0
1051631142,3.0
797216807,1.0
1788983330,1.0
1669255212,2.0
1509953069,0.0
1560419886,3.0
1467685423,4.0
5813045296,3.0
2096909873,0.0
1479622707,1.0
5813044940,0.0
5813035477,1.0
1783915068,2.0
1729935421,1.0
5813097020,0.0
1636825663,1.0
796978752,0.0
1756212801,2.0
1727945284,3.0
703179848,5.0
5813022792,3.0
1350855756,2.0
1664127054,0.0
1108563537,1.0
1652837969,4.0
1636195409,4.0
1667886676,5.0
1406798421,5.0
1511645270,1.0
1698883154,3.0
1871446097,5.0
5813024852,2.0
5813075030,2.0
1140245595,0.0
987117151,0.0
1938009696,2.0
1200998497,0.0
5813082719,0.0
1756678244,0.0
5812979815,4.0
1576941160,3.0
5813038696,0.0
1755860078,4.0
1300276335,5.0
5813065332,0.0
1230933109,2.0
919624822,0.0
1140923511,2.0
5813083766,0.0
1695848572,2.0
1510662269,0.0
1819957885,1.0
1591100031,3.0
1065284738,0.0
1138915459,0.0
1348097155,0.0
1268179590,3.0
1756208777,0.0
1597493900,2.0
5813022163,5.0
1294077075,3.0
1406798483,0.0
5812992148,2.0
1193378968,1.0
5813088921,1.0
1220416666,0.0
5813047453,5.0
1908356254,0.0
1375245983,0.0
1607548068,5.0
5813082276,5.0
1419266727,3.0
1728942250,4.0
1637870763,3.0
1756869802,2.0
1417889456,1.0
5813069496,0.0
1467314365,3.0
1127691457,2.0
703050435,1.0
1376999110,0.0
5813069512,2.0
1160466122,2.0
1479618250,4.0
951670988,1.0
1140249804,0.0
1220412108,2.0
1591463117,3.0
1600489166,2.0
1724158672,0.0
1788237005,4.0
1820005073,4.0
1634140884,4.0
698016469,2.0
1667865817,1.0
5813069020,2.0
5813057245,0.0
1510998750,4.0
1605455071,1.0
728109792,2.0
1542033633,3.0
2058004702,5.0
5813020388,2.0
1510294245,1.0
912951014,1.0
1602402027,5.0
1510294253,0.0
1170352367,5.0
5813033712,3.0
1076129521,2.0
1223616241,5.0
1666492660,0.0
1299581176,3.0
1543138040,3.0
1048846074,4.0
854883067,0.0
1140249852,2.0
1479626494,3.0
5813034239,2.0
2006926086,5.0
1573551885,3.0
1262360335,3.0
957131025,3.0
5813042961,0.0
2184147734,1.0
643847447,1.0
5813038359,2.0
1065625883,2.0
958197533,5.0
1723852574,0.0
2216261919,4.0
1325479712,0.0
910451489,0.0
1139265826,1.0
1386854176,1.0
1653187873,4.0
2091794210,4.0
894702888,0.0
2036878120,2.0
1436987180,0.0
1787571502,1.0
1407480623,0.0
1604141359,5.0
1718671665,2.0
1572390197,0.0
1632361781,4.0
1201335095,0.0
1729637685,1.0
1199565117,3.0
1221798726,1.0
1509957446,0.0
1605518663,0.0
1449611593,1.0
1725924169,2.0
5812979017,2.0
5813022026,0.0
1571345230,2.0
1314906961,0.0
1635833170,4.0
1479281491,3.0
2057996241,4.0
1693798741,0.0
1076159832,3.0
1606131544,3.0
1637171546,2.0
827422560,1.0
1139240289,1.0
2034516836,2.0
5901222244,1.0
5813063019,4.0
1436650355,0.0
642728308,2.0
1760318324,1.0
1282348408,0.0
1724823418,4.0
1479623035,0.0
5813033340,1.0
1498379134,0.0
1667869567,1.0
1666561406,4.0
1436629378,0.0
1816573829,4.0
5813054853,5.0
676133767,1.0
5813054857,3.0
5812988812,0.0
729742221,2.0
1481996688,1.0
1046177683,1.0
5813021075,2.0
1448591766,1.0
1500429718,0.0
1444351896,0.0
1699582872,4.0
5813021079,2.0
1572744091,1.0
1848282011,2.0
734814622,5.0
1791353247,1.0
1756881825,5.0
5813061538,5.0
1637512099,3.0
1598663076,4.0
5813027235,2.0
5813078438,1.0
5813076392,1.0
1541701033,5.0
5813043629,1.0
1139909038,0.0
2065533871,2.0
1790675377,5.0
1437682098,5.0
2097928626,4.0
1542024630,3.0
1760327095,1.0
1693802425,0.0
1605181883,4.0
862977470,4.0
1438515134,0.0
1847979455,4.0
1437492163,0.0
1663436232,3.0
1815286216,0.0
5812979148,3.0
5813090253,1.0
1510315982,3.0
1437492175,0.0
1170939344,0.0
1416805841,4.0
1467685329,0.0
858604499,0.0
1448929233,1.0
1382917589,2.0
1015458774,1.0
1437682133,0.0
1529073617,4.0
1040609241,1.0
1604093913,5.0
1634805202,4.0
1469403612,1.0
885794269,1.0
1663095260,4.0
5812987868,3.0
5813054942,2.0
5813060068,4.0
1605842920,5.0
1729602536,2.0
984440810,1.0
5813062122,2.0
1510653932,3.0
1603109870,5.0
1449225711,2.0
1665158639,0.0
1576815601,3.0
5813092338,2.0
1725497333,3.0
1436650486,4.0
1814604278,0.0
1603757560,2.0
1284702201,2.0
2155237366,0.0
1470573563,4.0
857210366,0.0
