Node,Community
1629880348,0.0
1723990099,3.0
1251999828,0.0
1502347507,0.0
1171915022,0.0
1009647986,2.0
946209279,2.0
481034861,2.0
759300826,3.0
946209663,2.0
1847460927,0.0
1595409504,0.0
950928506,4.0
481035392,2.0
823395525,4.0
1535902995,5.0
1714816347,0.0
5813044594,3.0
5813044597,3.0
1345455479,0.0
945161760,1.0
947258925,1.0
1779304011,3.0
5813044812,5.0
1406928592,6.0
5813045027,0.0
486410031,1.0
913835893,4.0
1046087606,5.0
1749944256,0.0
1819805664,5.0
666503184,2.0
5813045297,5.0
1139148900,0.0
1139148919,0.0
1314130144,5.0
2122713426,0.0
1198132041,0.0
1472334721,2.0
885132185,1.0
791677863,1.0
541723677,1.0
510921766,2.0
5813046323,0.0
1254362189,0.0
541723731,2.0
821038170,2.0
541723810,1.0
698223800,1.0
914492772,2.0
575409523,1.0
884477324,2.0
1716522421,0.0
575409592,1.0
914492942,2.0
1257508477,1.0
5813047004,1.0
1437863703,0.0
5813047101,2.0
914100101,1.0
915148745,2.0
1782321284,0.0
796397791,2.0
5813047522,0.0
5813047655,3.0
1282806123,0.0
5813047685,1.0
5813047695,0.0
734663091,2.0
1286083010,0.0
5813047774,2.0
1969230358,0.0
5813047935,0.0
1190400775,6.0
5813048096,4.0
5813048229,2.0
1718227906,0.0
759960572,1.0
945820710,1.0
1687688269,4.0
851711063,3.0
5813048521,2.0
5813048522,2.0
857478368,4.0
2186155295,0.0
946214177,2.0
946214186,2.0
5813048646,2.0
5813048647,2.0
5813048648,2.0
694818168,1.0
1688868386,0.0
734664277,2.0
822351487,4.0
1348998826,2.0
1687688880,4.0
1439962910,3.0
1503663979,0.0
2244482994,0.0
1656494014,0.0
881596353,1.0
667949027,3.0
1565923309,5.0
1439963190,3.0
1069291635,4.0
543692985,1.0
5813049567,0.0
1225791777,1.0
1623464400,0.0
607787538,1.0
1693719111,1.0
1168120397,0.0
5813049966,0.0
1379277446,1.0
1128274593,5.0
790371015,3.0
604773096,1.0
1285167873,1.0
1625299743,2.0
1531059000,6.0
540679089,2.0
1009130464,2.0
1965825035,0.0
1692278031,0.0
2182749660,0.0
796401179,2.0
884481648,2.0
1536433916,0.0
915152645,4.0
1345855299,3.0
1536434011,0.0
914497437,2.0
1099964441,4.0
1099964617,2.0
547103110,1.0
1659904546,0.0
1658855991,0.0
1407853195,0.0
2249597588,0.0
1531323131,0.0
852763402,2.0
1628840763,0.0
1379541865,6.0
787883174,5.0
