Node,Community
1219756158,4.0
604242162,0.0
1345061120,5.0
1291845900,0.0
1050935614,0.0
1261044051,5.0
1162871168,0.0
726663601,1.0
1070465460,0.0
1104151060,1.0
1040056887,2.0
1281622703,1.0
942539535,4.0
1042154310,1.0
971506655,3.0
1134167069,2.0
1198654537,3.0
5813044422,2.0
577373434,2.0
1111753990,5.0
1071121755,2.0
663225743,4.0
5813044670,0.0
1041761742,1.0
978716112,1.0
5813044712,5.0
519046655,0.0
977667682,2.0
885262043,2.0
5813044992,5.0
885262087,2.0
885262090,5.0
885262118,2.0
885262169,1.0
885262237,2.0
5813045216,3.0
885262311,1.0
915277883,2.0
360319323,2.0
1503922566,4.0
1258686925,5.0
1135872491,1.0
1166674437,1.0
1219889738,4.0
296880800,1.0
788400963,5.0
911215499,4.0
1101794211,0.0
1010437434,1.0
1138363720,3.0
1102450001,2.0
5813046674,1.0
1039404729,5.0
602148552,0.0
1167593263,2.0
1289359184,0.0
1126305687,4.0
1010044978,2.0
662966385,4.0
846991524,0.0
5813047616,2.0
5813047626,2.0
5813047763,2.0
5813047772,2.0
1040060915,2.0
730337785,3.0
1290015285,5.0
539759172,3.0
1104155212,1.0
357569116,1.0
819073675,0.0
1065751187,3.0
1126306451,0.0
1065751225,3.0
1443238597,3.0
357569231,1.0
357569240,1.0
1065751286,3.0
1040061244,2.0
1472205673,3.0
5813048182,0.0
1104155523,1.0
1163531324,0.0
1444287681,0.0
5813048530,2.0
5813048536,1.0
1198658803,2.0
948704521,1.0
1134171410,0.0
943592738,4.0
943592753,5.0
948704585,1.0
5813048755,2.0
948704770,1.0
943592989,4.0
855250466,1.0
1322522242,0.0
1164187272,1.0
849745643,5.0
978720592,2.0
692852666,3.0
1048975307,0.0
1101142083,3.0
1165236314,3.0
5813049445,5.0
1445992562,0.0
1513363614,4.0
1101142279,0.0
1450318227,0.0
5813049824,2.0
1102191106,5.0
908728886,3.0
1102191192,0.0
5813050000,3.0
1410472719,4.0
1050024735,0.0
1102191395,5.0
1188043606,4.0
909777910,3.0
1475615790,3.0
1504582746,4.0
880811120,1.0
911219981,4.0
911220021,0.0
236330337,2.0
5813050747,2.0
5813050758,1.0
911220126,1.0
1102454255,3.0
916987393,1.0
1102454319,2.0
911220286,0.0
1107566171,3.0
911220322,0.0
911220325,4.0
911220331,4.0
911220341,1.0
725360291,4.0
1107566252,3.0
1441144493,4.0
1039408871,5.0
1312169753,3.0
760094565,5.0
916987940,1.0
422191200,2.0
236331138,1.0
947003647,2.0
1255285060,3.0
912925080,5.0
947003825,1.0
1162879471,0.0
614081151,5.0
328213227,1.0
1104159537,1.0
1126310716,4.0
1126310776,3.0
1126310807,4.0
1129849756,0.0
1094722478,4.0
1126310841,4.0
1126310969,3.0
1413882984,1.0
1129456907,4.0
948708664,1.0
417998204,0.0
1350837738,0.0
204613133,1.0
1134175769,2.0
1199711860,3.0
662840966,4.0
978724517,2.0
1472866173,4.0
1343891368,5.0
1136273393,2.0
978724939,2.0
1509435552,0.0
5813053685,2.0
294791509,1.0
692857189,4.0
665332092,5.0
5813053846,0.0
5813053851,5.0
1064577636,0.0
5813054173,1.0
388246273,1.0
1135881013,1.0
768224139,0.0
1189882785,4.0
1072442312,1.0
1351756766,5.0
1195256943,0.0
386280932,5.0
793128475,2.0
1107570259,3.0
694562388,5.0
1067331159,0.0
1168387674,1.0
640298617,3.0
734801540,3.0
915943091,2.0
1195913021,3.0
1044918145,5.0
1225273264,3.0
1319776226,0.0
910438484,3.0
1039413386,0.0
296497316,1.0
910438571,3.0
1289367773,3.0
5813055834,2.0
916992347,2.0
1475883403,0.0
1040462246,2.0
5813055913,4.0
1255289329,3.0
5813055999,5.0
5813056012,4.0
859714144,0.0
707539688,5.0
1226978058,0.0
5813056410,0.0
1320825799,3.0
1535652862,4.0
947663945,2.0
1599747200,4.0
947664053,1.0
604255448,0.0
923809011,0.0
5813056768,1.0
1188181261,0.0
859977121,0.0
5813056934,3.0
1292514773,3.0
5813057045,5.0
726283852,2.0
5813057169,2.0
755644082,4.0
5813057274,0.0
5813057464,5.0
662845370,4.0
5813057738,5.0
1322531033,5.0
478427368,0.0
1164196230,5.0
1321089424,0.0
423770604,2.0
1415199253,0.0
5813058195,3.0
1321745141,2.0
5813058333,3.0
1312308001,4.0
5813058338,1.0
1101151029,3.0
5813058367,2.0
5813058368,2.0
5813058388,5.0
5813058422,0.0
1137326978,3.0
5813058442,5.0
664943511,2.0
978336697,5.0
881212361,0.0
5813058518,2.0
729824475,3.0
1101806834,5.0
328744210,5.0
576208238,2.0
1131822530,0.0
915946994,1.0
1131822592,0.0
1101807124,0.0
881868311,4.0
915947054,2.0
1131822654,0.0
1189887646,4.0
941244280,3.0
1002848124,0.0
725368734,5.0
1044922311,3.0
1020280792,0.0
1289764847,3.0
638074940,3.0
761544832,5.0
1195917506,3.0
327565511,1.0
5813059875,2.0
1260011966,5.0
327565800,1.0
789070314,2.0
393888286,2.0
726024758,4.0
1342194347,1.0
202916528,1.0
1133920966,2.0
327566042,1.0
1196573432,5.0
327566137,1.0
1255293862,3.0
5813060701,2.0
1196573821,2.0
639779973,3.0
5813060787,3.0
1476936949,0.0
767313151,5.0
1319388508,0.0
912147871,2.0
1081755066,0.0
5813061116,3.0
5813061177,2.0
1321485893,1.0
5813061260,0.0
663242420,3.0
1320044239,0.0
360466268,1.0
5813061495,2.0
569395077,3.0
858933153,0.0
5813061541,0.0
693651381,4.0
1193560072,0.0
5813061722,0.0
1104824502,1.0
1223969004,3.0
1066420480,0.0
851200326,1.0
1104824699,1.0
1193560469,3.0
878725581,4.0
1093552596,5.0
481708589,1.0
1321749057,5.0
663898692,3.0
1480084038,0.0
1480084042,0.0
1199327859,5.0
1164200688,5.0
294800293,1.0
1134840743,1.0
5813062592,0.0
5813062647,0.0
508447812,3.0
5813062805,0.0
5813062858,0.0
944262351,5.0
546852112,3.0
1072844079,3.0
881216816,4.0
1189891402,2.0
1195658585,1.0
1072844208,0.0
1259097611,0.0
1072451104,1.0
915951309,2.0
5813063375,2.0
1131826900,0.0
911232821,2.0
915951605,2.0
915951662,2.0
1136545839,1.0
1131827390,0.0
326521082,3.0
1131827565,0.0
1323454861,5.0
1218728463,4.0
910447181,5.0
1255297613,3.0
1218728541,3.0
1218728544,4.0
910447220,0.0
1034703497,4.0
1218728588,4.0
632574613,0.0
446714544,0.0
1039422171,5.0
1133925083,5.0
1255297788,3.0
1075598224,5.0
911496103,1.0
632181938,0.0
1132483817,5.0
5813065004,0.0
607933758,5.0
917656984,1.0
570185174,3.0
5813065365,5.0
1168660275,5.0
1287411513,4.0
1134581674,2.0
858937324,0.0
1199069208,2.0
1070094367,5.0
1070094447,5.0
1566333075,4.0
732059827,3.0
693655791,0.0
988567837,0.0
1164597572,4.0
419060083,2.0
606362007,3.0
1282300415,4.0
849763224,3.0
1567382512,4.0
797989902,5.0
1567382573,0.0
885939366,1.0
600464601,3.0
1194220763,0.0
356670712,0.0
881220948,5.0
879779401,4.0
885939885,1.0
885939922,1.0
1188716311,4.0
1009409823,2.0
978345784,2.0
885940052,1.0
885940095,1.0
978345861,2.0
1072455791,3.0
787374226,5.0
601120917,0.0
5813067961,5.0
1003249888,2.0
602562786,1.0
1230004532,2.0
1073897808,1.0
1073504644,0.0
1039425930,5.0
1131831702,0.0
326525339,1.0
1289380259,0.0
1534616031,1.0
1534616068,1.0
1131831822,0.0
1230004806,2.0
1534616158,4.0
911893174,0.0
1131831990,0.0
1039426238,5.0
1218732781,0.0
1039426297,5.0
1534616361,4.0
419980081,3.0
882533209,3.0
1166566237,2.0
1218732931,0.0
1044800536,5.0
1218733141,4.0
297166053,1.0
911500529,4.0
1132487921,5.0
1384277275,0.0
957506896,5.0
700999023,3.0
5813069331,2.0
5813069339,4.0
1132488293,0.0
981362334,3.0
1010722557,1.0
756049717,4.0
1168664374,5.0
1163552692,3.0
1070098366,5.0
1168664512,3.0
942172462,4.0
941123943,3.0
1104832963,1.0
819751391,3.0
5813070464,4.0
942172835,5.0
1156999846,4.0
1199336289,3.0
1125411720,4.0
1070754701,5.0
1134849005,2.0
1157000178,4.0
989228019,0.0
948333576,1.0
1351511065,3.0
1164209179,0.0
1134849078,2.0
983067799,5.0
5813071020,5.0
5813071027,2.0
