Node,Community
1170866180,0.0
1170866275,0.0
1229848754,0.0
1229849063,0.0
1229849064,0.0
972555509,1.0
987759904,0.0
1231554116,0.0
5813044889,0.0
1109133043,0.0
5813045007,0.0
5813045050,2.0
1355810793,3.0
1139148877,0.0
788794171,1.0
1004014587,1.0
5813047157,4.0
1170870156,0.0
1077415831,0.0
1077415919,0.0
1199837196,0.0
1199837203,0.0
1199837219,0.0
1199837228,0.0
1199837236,0.0
5813047446,2.0
5813047647,2.0
5813047793,2.0
5813048042,4.0
849482511,1.0
569775058,1.0
1168249921,2.0
1292113218,5.0
5813048896,2.0
1322129437,1.0
1322129610,1.0
1139153150,0.0
1139153158,0.0
1139153191,0.0
1322129724,1.0
1322129730,1.0
1004017998,1.0
1322129781,1.0
1168120360,0.0
1168120382,0.0
5813049931,3.0
5813049948,2.0
1004018344,4.0
5813050767,2.0
1294082002,1.0
1170874403,0.0
1077420145,0.0
1077420174,0.0
1198006801,7.0
1262101350,3.0
1108485790,3.0
1322133296,1.0
948709216,3.0
1199712167,2.0
1199712272,2.0
1322133531,1.0
1109141617,0.0
1109141661,0.0
1109141678,0.0
1322133768,1.0
1322133825,1.0
1322133858,1.0
1138108777,0.0
1322133891,1.0
5813053866,2.0
5813053875,1.0
5813053983,2.0
5813053988,2.0
1230121634,2.0
1139157979,0.0
1298804357,5.0
1260400286,2.0
1140862679,0.0
1416900410,7.0
910438331,2.0
1077424204,0.0
1169829963,0.0
1077424267,0.0
1140863129,0.0
1077424293,0.0
1167995070,1.0
1077424349,0.0
1290416713,1.0
917647959,3.0
1261056809,7.0
1262105552,3.0
1262105575,3.0
1262105601,3.0
1262105630,3.0
1262105637,3.0
1292121433,5.0
5813056953,1.0
1198667367,2.0
1322137688,1.0
1228683492,1.0
1509439784,1.0
1138112831,0.0
1138112854,0.0
5813057963,1.0
1322138079,1.0
1230125720,2.0
5813058389,4.0
978336888,0.0
1198931241,7.0
1601715638,1.0
1047412496,0.0
1168392003,2.0
1169833987,0.0
1169834028,0.0
910442723,4.0
5813059834,4.0
5813059835,1.0
910442752,4.0
1168392468,2.0
910442782,4.0
1002848661,4.0
1077428662,0.0
1140867533,0.0
1137590785,1.0
1199850219,0.0
1228817202,0.0
1228817229,0.0
1228817238,0.0
1447576662,4.0
5813060726,1.0
912147912,4.0
5813061251,4.0
1198671494,2.0
5813061383,4.0
1198671672,2.0
1108100939,0.0
1108100980,0.0
1108101004,0.0
1109149659,0.0
541870397,1.0
978733459,1.0
1322142804,1.0
5813062866,4.0
787762461,1.0
1197100377,0.0
1197100399,0.0
881217171,4.0
1139822602,0.0
