"","neuron_names","freq_vector","bin_edges","thresh_vals_sn1","modal_classification","skew_value"
"608","T_160518_6_1_corrected","[61, 19, 0, 0, 0, 0, 0, 34, 21]","[7.216375277617533, 34.78529319694434, 62.35421111627114, 89.92312903559794, 117.49204695492475, 145.06096487425157, 172.62988279357836, 200.19880071290518, 227.76771863223198, 255.33663655155877]",76.1386700759345,"S",-1
"609","T_160518_6_2","[13, 12, 2, 31, 18, 13, 8, 5]","[35.84627028737759, 50.66146447045089, 65.47665865352418, 80.29185283659749, 95.10704701967077, 109.92224120274406, 124.73743538581736, 139.55262956889067, 154.36782375196395]",72.8842557450608,"S",1
"610","T_160518_6_3","[97, 1, 1, 0, 0, 0, 5, 3, 74]","[13.903300562930243, 54.042049728241196, 94.18079889355215, 134.31954805886312, 174.45829722417406, 214.59704638948503, 254.73579555479597, 294.87454472010694, 335.0132938854179, 375.1520430507289]",154.388922641519,"S",-1
"611","T_160518_6_4","[9, 0, 13, 39, 36, 22, 8, 6, 41]","[3.018065469828657, 27.253573370096568, 51.48908127036448, 75.72458917063238, 99.9600970709003, 124.19560497116822, 148.4311128714361, 172.66662077170403, 196.90212867197195, 221.13763657223987]",39.3713273202305,"S",1
"612","T_160518_6_5","[14, 15, 3, 10, 2, 0, 9]","[5.394668006958717, 19.872313932611398, 34.349959858264086, 48.827605783916766, 63.30525170956945, 77.78289763522213, 92.26054356087482, 106.73818948652749]",85.0217205980485,"S",-1
"613","T_160518_8_1","[28, 54, 26, 0, 0, 0, 16, 48, 31]","[3.479366600831862, 50.50692094462606, 97.53447528842027, 144.56202963221446, 191.58958397600867, 238.61713831980288, 285.644692663597, 332.67224700739126, 379.69980135118544, 426.7273556949796]",168.075806804112,"S",-1
"614","T_160518_8_2","[5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 16]","[3.325864731383851, 7.531285661139016, 11.736706590894181, 15.942127520649347, 20.147548450404514, 24.352969380159678, 28.558390309914845, 32.76381123967001, 36.969232169425176, 41.17465309918034, 45.3800740289355, 49.585494958690674, 53.79091588844584, 57.996336818201, 62.20175774795617, 66.40717867771133, 70.61259960746649, 74.81802053722166, 79.02344146697682, 83.22886239673198, 87.43428332648715, 91.63970425624233, 95.84512518599749, 100.05054611575265, 104.25596704550782, 108.46138797526298, 112.66680890501814, 116.87222983477331, 121.07765076452849, 125.28307169428365, 129.48849262403883, 133.69391355379398]",13.8394170557718,"U",1
"615","T_160518_8_3","[2, 0, 0, 0, 1, 0, 0, 6, 2, 0, 1]","[143.57156874051216, 144.46506552230167, 145.35856230409118, 146.25205908588066, 147.14555586767017, 148.03905264945968, 148.93254943124919, 149.8260462130387, 150.7195429948282, 151.61303977661768, 152.5065365584072, 153.4000333401967]",144.911813913196,"S",1
"616","T_160518_8_4","[11, 0, 0, 0, 14, 1, 11, 12]","[5.8940608682931055, 41.02762275536412, 76.16118464243515, 111.29474652950617, 146.42830841657718, 181.5618703036482, 216.69543219071923, 251.82899407779024, 286.9625559648612]",58.5944036988996,"S",1
"617","T_160518_8_5","[4, 7, 8, 6, 1, 7, 20, 18]","[4.181648523596418, 21.942824974829872, 39.70400142606332, 57.465177877296775, 75.22635432853023, 92.98753077976369, 110.74870723099714, 128.5098836822306, 146.27106013346403]",84.106942554147,"S",1
"618","T_160518_8_6","[1, 6, 8, 0, 0, 0, 44]","[2.3398763194139427, 24.13815343324557, 45.936430547077194, 67.73470766090882, 89.53298477474046, 111.33126188857209, 133.1295390024037, 154.92781611623533]",78.6338462178246,"S",1
"619","T_160518_9_1","[12, 0, 0, 3, 5, 0, 27]","[14.236830738647624, 56.573637816151646, 98.91044489365567, 141.24725197115967, 183.5840590486637, 225.92086612616774, 268.25767320367174, 310.5944802811757]",77.7420413549036,"S",1
"620","T_160518_10_1","[10, 21, 3, 3, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 41, 45, 40, 10, 6, 4, 3, 5, 6, 6, 5, 4, 4, 3, 3, 3, 3, 2, 4]","[11.883402101803451, 18.206395443647047, 24.529388785490646, 30.85238212733424, 37.17537546917784, 43.498368811021436, 49.821362152865035, 56.14435549470862, 62.46734883655222, 68.79034217839582, 75.11333552023942, 81.43632886208302, 87.75932220392662, 94.08231554577021, 100.4053088876138, 106.7283022294574, 113.051295571301, 119.3742889131446, 125.6972822549882, 132.02027559683177, 138.34326893867538, 144.666262280519, 150.98925562236258, 157.31224896420616, 163.63524230604978, 169.95823564789336, 176.28122898973697, 182.60422233158056, 188.92721567342414, 195.25020901526776, 201.57320235711134, 207.89619569895495, 214.21918904079854, 220.54218238264212, 226.86517572448574, 233.18816906632932, 239.51116240817294, 245.83415575001652, 252.1571490918601, 258.4801424337037, 264.8031357755473, 271.12612911739086, 277.4491224592345, 283.7721158010781, 290.0951091429217]",52.9828588237868,"S",1
"621","T_160518_10_3","[31, 24, 18, 13, 5, 3, 0, 7, 1, 0, 0, 0, 11]","[6.336904979028351, 21.821400644121695, 37.305896309215036, 52.790391974308385, 68.27488763940173, 83.75938330449506, 99.24387896958841, 114.72837463468174, 130.2128702997751, 145.69736596486845, 161.1818616299618, 176.66635729505512, 192.15085296014848, 207.63534862524182]",106.986126802135,"S",-1
"622","T_160518_10_4","[16, 40, 22, 60, 24, 21, 13, 18, 13]","[58.0145970612436, 77.09560231385527, 96.17660756646691, 115.25761281907859, 134.33861807169023, 153.4196233243019, 172.50062857691356, 191.58163382952523, 210.66263908213688, 229.74364433474855]",182.041131203219,"S",1
"623","T_160518_11_1","[41, 61, 43, 11, 24, 12, 23, 0, 38]","[32.12895098844646, 52.001493287622, 71.87403558679753, 91.74657788597308, 111.61912018514862, 131.49166248432414, 151.3642047834997, 171.23674708267524, 191.10928938185077, 210.9818316810263]",181.173018232263,"S",-1
"624","T_160518_12_1","[1, 1, 1, 2, 6, 6, 11, 19, 26, 29, 11, 13, 2]","[5.635953793161105, 9.548633384964237, 13.46131297676737, 17.3739925685705, 21.286672160373634, 25.199351752176767, 29.112031343979897, 33.024710935783034, 36.93739052758617, 40.8500701193893, 44.762749711192434, 48.67542930299557, 52.588108894798694, 56.50078848660183]",11.5049731808658,"S",1
"625","T_160518_12_2","[3, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6]","[6.8899319925122695, 26.091365578467567, 45.29279916442286, 64.49423275037816, 83.69566633633346, 102.89709992228876, 122.09853350824405, 141.29996709419933, 160.50140068015463, 179.70283426610993, 198.90426785206523, 218.10570143802053]",35.6920823714452,"U",1
"626","T_160518_12_3","[16, 10, 13, 13, 14, 13, 16, 13]","[17.091117285086494, 40.11075995440436, 63.13040262372223, 86.1500452930401, 109.16968796235797, 132.18933063167583, 155.20897330099368, 178.22861597031155, 201.24825863962943]",51.6205812890633,"S",1
"627","T_160518_12_4","[5, 0, 1, 0, 0, 8, 5, 18, 28]","[5.592801761284087, 39.28385652917487, 72.97491129706566, 106.66596606495644, 140.3570208328472, 174.048075600738, 207.73913036862876, 241.43018513651955, 275.12123990441034, 308.8122946723011]",56.1293839131203,"S",1
"628","T_160518_13_1","[23, 22, 3, 31, 18, 7, 25, 12, 15]","[8.51778698533454, 27.371619040303614, 46.22545109527269, 65.07928315024176, 83.93311520521084, 102.78694726017991, 121.64077931514899, 140.49461137011806, 159.34844342508714, 178.20227548005622]",55.6523671227572,"S",1
"629","T_160518_13_2","[2, 2, 2, 1, 3, 15, 7, 6, 15, 10, 28, 34, 40, 58, 8, 13, 7]","[25.645727562320438, 31.660691161587817, 37.675654760855195, 43.69061836012258, 49.70558195938996, 55.720545558657335, 61.73550915792472, 67.75047275719209, 73.76543635645947, 79.78039995572686, 85.79536355499422, 91.81032715426161, 97.825290753529, 103.84025435279636, 109.85521795206375, 115.87018155133114, 121.8851451505985, 127.9001087498659]",46.6981001597563,"S",1
"630","T_160520_1_1","[5, 51, 11, 12, 12, 12, 11, 12, 13]","[7.044777687420665, 30.699636418247035, 54.3544951490734, 78.00935387989978, 101.66421261072614, 125.3190713415525, 148.9739300723789, 172.62878880320525, 196.28364753403162, 219.93850626485798]",66.1819245144866,"S",-1
"631","T_160520_1_2","[11, 12, 11, 7, 4, 0, 18, 5]","[14.780113359136122, 21.219615108668975, 27.659116858201827, 34.09861860773468, 40.53812035726753, 46.97762210680038, 53.417123856333234, 59.856625605866085, 66.29612735539894]",50.1973729815668,"S",-1
"632","T_160520_1_3","[4, 0, 8, 0, 2, 16]","[57.68667788969318, 72.67683528970238, 87.6669926897116, 102.6571500897208, 117.64730748973003, 132.63746488973922, 147.62762228974844]",80.171913989707,"S",1
"633","T_160520_1_4","[14, 6, 9, 10, 9, 11, 12, 34]","[12.367759201889703, 34.43084981259976, 56.49394042330982, 78.55703103401987, 100.62012164472993, 122.68321225544, 144.74630286615005, 166.80939347686012, 188.87248408757017]",45.4623951179548,"S",1
"634","T_160520_2_1","[5, 0, 0, 0, 11, 11, 16]","[10.911432575873386, 30.0634840214651, 49.21553546705681, 68.36758691264853, 87.51963835824024, 106.67168980383195, 125.82374124942368, 144.97579269501537]",39.639509744261,"U",1
"635","T_160520_2_2","[51, 26, 0, 11, 20, 14, 15, 12, 11]","[7.764114084391646, 35.55304726851273, 63.34198045263381, 91.13091363675491, 118.91984682087599, 146.70878000499707, 174.49771318911817, 202.28664637323925, 230.07557955736033, 257.8645127414814]",77.2364470446944,"S",-1
"636","T_160520_3_1","[8, 0, 0, 0, 3, 9]","[5.192560787513345, 37.55701130443606, 69.92146182135878, 102.28591233828149, 134.6503628552042, 167.01481337212692, 199.37926388904964]",53.7392365628974,"U",1
"637","T_160520_3_2","[5, 4, 10, 8, 14, 20, 22, 8]","[10.0176009660216, 28.052957278491057, 46.08831359096051, 64.12366990342997, 82.15902621589943, 100.19438252836889, 118.22973884083834, 136.26509515330778, 154.30045146577726]",37.0706354347258,"S",1
"638","T_160520_4_1","[3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 7, 6, 2, 0, 4]","[9.208767622031733, 16.793609731479865, 24.378451840927998, 31.96329395037613, 39.54813605982426, 47.13297816927239, 54.717820278720524, 62.302662388168656, 69.88750449761679, 77.47234660706492, 85.05718871651305, 92.64203082596119, 100.22687293540932, 107.81171504485745, 115.39655715430558, 122.98139926375372, 130.56624137320185, 138.15108348264997, 145.7359255920981, 153.32076770154626, 160.90560981099438, 168.4904519204425, 176.07529402989064, 183.6601361393388, 191.2449782487869, 198.82982035823503, 206.41466246768317, 213.99950457713132, 221.58434668657944]",35.7557150051002,"S",1
"639","T_160520_4_3","[12, 2, 15, 8, 3, 3, 9]","[9.697594601664825, 14.896557712016744, 20.095520822368663, 25.294483932720585, 30.493447043072504, 35.69241015342442, 40.891373263776345, 46.09033637412826]",17.4960392671927,"S",-1
"640","T_160520_5_1","[3, 4, 8, 15, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 2, 3]","[2.725328260522934, 7.073819978755674, 11.422311696988414, 15.770803415221154, 20.119295133453896, 24.467786851686633, 28.816278569919376, 33.16477028815211, 37.513262006384856, 41.86175372461759, 46.210245442850336, 50.55873716108308, 54.90722887931582, 59.25572059754855, 63.6042123157813, 67.95270403401403, 72.30119575224677, 76.6496874704795, 80.99817918871224, 85.346670906945, 89.69516262517773, 94.04365434341047, 98.39214606164322, 102.74063777987595, 107.08912949810869, 111.43762121634143, 115.78611293457416, 120.13460465280691, 124.48309637103965, 128.8315880892724, 133.18007980750514, 137.52857152573787, 141.8770632439706, 146.22555496220335, 150.57404668043608, 154.92253839866882, 159.27103011690156, 163.61952183513432, 167.96801355336706, 172.3165052715998, 176.66499698983253, 181.01348870806527, 185.361980426298, 189.71047214453074, 194.0589638627635, 198.40745558099624, 202.75594729922898, 207.10443901746171, 211.45293073569445, 215.8014224539272, 220.14991417215992]",26.642032710803,"S",-1
"641","T_160520_5_2","[14, 11, 5, 6, 10, 13, 30, 12]","[10.45951904537959, 19.652599902605985, 28.84568075983238, 38.038761617058775, 47.23184247428517, 56.424923331511565, 65.61800418873796, 74.81108504596436, 84.00416590319075]",33.4422211884456,"S",1
"642","T_160520_5_3","[3, 6, 10, 13, 12, 7, 7, 8]","[3.784167864436078, 14.258209938997286, 24.732252013558494, 35.2062940881197, 45.68033616268091, 56.15437823724212, 66.62842031180332, 77.10246238636452, 87.57650446092573]",19.4952309762779,"S",1
"643","T_160520_7_1","[54, 64, 36, 19, 33, 0, 0, 0, 7, 0, 21, 16]","[5.3042546397154755, 28.55221035022506, 51.80016606073465, 75.04812177124424, 98.29607748175383, 121.54403319226341, 144.791988902773, 168.0399446132826, 191.28790032379217, 214.53585603430176, 237.78381174481135, 261.0317674553209, 284.2797231658305]",133.168011047518,"S",-1
"644","T_160520_9_1","[4, 0, 0, 0, 0, 0, 2, 10, 15]","[24.886147358452877, 51.67493457140267, 78.46372178435246, 105.25250899730226, 132.04129621025206, 158.83008342320184, 185.61887063615166, 212.40765784910144, 239.19644506205123, 265.985232275001]",65.0693281778776,"U",1
"645","T_160520_9_2","[43, 37, 4, 2, 6, 33, 5, 0, 11]","[16.848581222419575, 61.194457452716954, 105.54033368301432, 149.8862099133117, 194.23208614360908, 238.57796237390647, 282.9238386042038, 327.2697148345012, 371.6155910647986, 415.961467295096]",349.44265294965,"S",-1
"646","T_160520_9_3","[34, 48, 0, 0, 0, 10, 28, 37, 32]","[19.283906581150625, 51.0519005139075, 82.81989444666438, 114.58788837942126, 146.35588231217812, 178.12387624493502, 209.89187017769189, 241.65986411044878, 273.4278580432056, 305.1958519759625]",98.7038914130428,"S",1
"647","T_160520_9_4","[84, 2, 0, 0, 2, 1, 39, 35, 24]","[5.477758009204122, 46.793272841365805, 88.10878767352749, 129.42430250568916, 170.73981733785084, 212.05533217001252, 253.3708470021742, 294.6863618343359, 336.0018766664976, 377.3173914986593]",108.766545089608,"S",1
"648","T_160520_9_5","[38, 4, 0, 0, 0, 0, 15, 27]","[9.412608543168083, 45.12602104986027, 80.83943355655245, 116.55284606324466, 152.26625856993684, 187.97967107662902, 223.69308358332123, 259.4064960900134, 295.11990859670556]",98.6961398098986,"U",0
"649","T_160520_9_6","[6, 26, 30, 5, 9, 0, 9, 45, 34]","[4.433293966626255, 16.818693714113174, 29.204093461600095, 41.58949320908701, 53.97489295657394, 66.36029270406085, 78.74569245154777, 91.1310921990347, 103.51649194652161, 115.90189169400853]",72.5529925778043,"S",1
"650","T_160520_9_7","[10, 8, 12, 21, 19, 9, 22, 13]","[6.777829032529473, 14.668791675645345, 22.559754318761215, 30.450716961877085, 38.341679604992954, 46.23264224810883, 54.1236048912247, 62.01456753434057, 69.90553017745644]",18.6142729972033,"S",1
"651","T_160520_10_1","[7, 0, 0, 25, 3, 11, 14]","[7.419594855133807, 30.480311464647443, 53.541028074161076, 76.60174468367471, 99.66246129318834, 122.72317790270198, 145.7838945122156, 168.84461112172923]",42.0106697694043,"S",1
"652","T_160520_10_2","[21, 0, 0, 0, 3, 8, 14, 19]","[31.701798189178763, 58.30024193320381, 84.89868567722884, 111.49712942125387, 138.09557316527892, 164.69401690930397, 191.292460653329, 217.89090439735403, 244.48934814137908]",71.5994638052163,"U",1
"653","T_160520_10_3","[102, 6, 0, 0, 23, 0, 0, 35, 20]","[39.67097947924934, 87.70169400041033, 135.7324085215713, 183.76312304273233, 231.7938375638933, 279.8245520850543, 327.8552666062153, 375.8859811273763, 423.91669564853726, 471.94741016969823]",159.747765782152,"S",-1
"654","T_160520_10_4","[33, 21, 7, 10, 23, 40, 1, 22, 9]","[55.278156420775105, 65.37571803759867, 75.47327965442224, 85.57084127124583, 95.66840288806938, 105.76596450489296, 115.86352612171653, 125.9610877385401, 136.05864935536368, 146.15621097218724]",120.912306930128,"S",1
"655","T_160520_10_5","[8, 5, 5, 5, 3, 3]","[7.116072454877835, 19.673778087204862, 32.231483719531894, 44.78918935185892, 57.34689498418595, 69.90460061651298, 82.46230624884001]",63.6257478003495,"L",-1
"656","T_160520_11_1","[3, 0, 1, 13, 25, 32, 22, 38, 49, 70, 48, 17, 11, 1, 1, 8, 4, 6, 0, 13]","[3.9011872262578264, 13.27133710699553, 22.64148698773323, 32.01163686847094, 41.381786749208636, 50.751936629946336, 60.12208651068404, 69.49223639142176, 78.86238627215945, 88.23253615289715, 97.60268603363485, 106.97283591437257, 116.34298579511027, 125.71313567584797, 135.08328555658568, 144.45343543732338, 153.82358531806108, 163.19373519879878, 172.56388507953648, 181.93403496027418, 191.30418484101187]",17.9564120473644,"S",-1
"657","T_160520_11_2","[13, 29, 10, 10, 11, 10, 10, 10]","[7.4837501281503265, 27.12111276825829, 46.75847540836625, 66.39583804847422, 86.03320068858218, 105.67056332869015, 125.30792596879809, 144.94528860890605, 164.58265124901402]",56.5771567284202,"S",-1
"658","T_160520_12_1","[12, 29, 13, 13, 0, 30, 12, 9]","[6.8383841583441844, 23.588697944133987, 40.33901172992379, 57.0893255157136, 73.8396393015034, 90.5899530872932, 107.34026687308301, 124.09058065887281, 140.8408944446626]",82.2147961943983,"S",-1
"659","T_160524_2_1","[3, 0, 0, 0, 6, 9, 22, 44, 39, 44, 42, 27, 15, 10, 7, 3, 7, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 4]","[4.071012953224508, 11.583250002622265, 19.09548705202002, 26.607724101417777, 34.119961150815534, 41.63219820021329, 49.14443524961105, 56.656672299008804, 64.16890934840656, 71.68114639780431, 79.19338344720207, 86.70562049659982, 94.21785754599759, 101.73009459539534, 109.2423316447931, 116.75456869419085, 124.2668057435886, 131.77904279298636, 139.2912798423841, 146.80351689178187, 154.31575394117962, 161.82799099057738, 169.34022803997513, 176.85246508937288, 184.36470213877067, 191.87693918816842, 199.38917623756618, 206.90141328696393, 214.41365033636168, 221.92588738575944, 229.4381244351572, 236.95036148455495]",15.3393685273211,"S",-1
"660","T_160524_3_1","[12, 1, 2, 0, 2, 2, 26]","[8.946930660876843, 48.64886405932044, 88.35079745776403, 128.0527308562076, 167.7546642546512, 207.4565976530948, 247.15853105153838, 286.860464449982]",147.903697555429,"S",1
"661","T_160524_3_2","[2, 0, 0, 2, 0, 17, 6, 7, 7]","[4.036967723160567, 15.29445493028237, 26.551942137404176, 37.809429344525974, 49.06691655164778, 60.324403758769584, 71.58189096589139, 82.8393781730132, 94.096865380135, 105.3543525872568]",20.9231985338433,"S",1
"662","T_160524_3_3","[40, 55, 0, 3, 0, 5, 47, 28, 30]","[30.072404795257963, 74.37955577464766, 118.68670675403735, 162.99385773342703, 207.30100871281672, 251.6081596922064, 295.9153106715961, 340.2224616509858, 384.5296126303755, 428.83676360976517]",140.840282243732,"S",1
"663","T_160524_3_4","[5, 0, 0, 0, 7]","[45.81227764249421, 78.9226346590375, 112.03299167558079, 145.14334869212408, 178.25370570866738, 211.36406272521063]",95.4778131673091,"U",1
"664","T_160524_3_5","[31, 0, 1, 0, 0, 0, 14, 30]","[16.3935100008013, 54.428333843215675, 92.46315768563005, 130.49798152804442, 168.5328053704588, 206.56762921287316, 244.60245305528758, 282.63727689770195, 320.6721007401163]",73.4457457644229,"S",1
"665","T_160524_3_6","[12, 12, 17, 15, 13, 11, 6, 10]","[0.0, 27.825512576687544, 55.65102515337509, 83.47653773006263, 111.30205030675017, 139.12756288343772, 166.95307546012526, 194.7785880368128, 222.60410061350035]",180.865831748469,"S",-1
"666","T_160524_4_1","[2, 4, 6, 11, 11, 14, 23, 6]","[4.514637248768311, 12.184085153563952, 19.853533058359595, 27.522980963155234, 35.19242886795087, 42.86187677274651, 50.53132467754216, 58.2007725823378, 65.87022048713344]",16.0188091059618,"A",1
"667","T_160524_4_2","[33, 2, 0, 0, 0, 0, 19]","[20.241742032378045, 55.967433976862765, 91.69312592134749, 127.41881786583221, 163.14450981031695, 198.87020175480166, 234.5958936992864, 270.32158564377113]",109.55597189359,"U",-1
"668","T_160524_4_3","[4, 8, 7, 1, 12, 25, 28, 30, 17, 4, 14, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 6]","[33.80842019202098, 42.478528622036585, 51.14863705205218, 59.81874548206778, 68.48885391208339, 77.15896234209899, 85.82907077211459, 94.4991792021302, 103.1692876321458, 111.8393960621614, 120.509504492177, 129.1796129221926, 137.84972135220818, 146.51982978222378, 155.18993821223938, 163.86004664225499, 172.5301550722706, 181.2002635022862, 189.8703719323018, 198.5404803623174, 207.210588792333, 215.8806972223486, 224.5508056523642, 233.2209140823798, 241.89102251239538, 250.56113094241098, 259.2312393724266, 267.9013478024422, 276.5714562324578]",133.5146671372,"S",-1
"669","T_160524_5_1","[47, 7, 0, 0, 0, 26, 21, 31, 26]","[42.39788308128989, 91.36311482739319, 140.3283465734965, 189.29357831959976, 238.25881006570307, 287.2240418118064, 336.18927355790964, 385.15450530401296, 434.11973705011627, 483.0849687962196]",164.810962446548,"S",1
"670","T_160524_5_2","[1, 0, 0, 0, 0, 0, 0, 1, 1, 5, 17]","[7.623457422402179, 31.272783917669415, 54.92211041293665, 78.57143690820389, 102.22076340347112, 125.87008989873836, 149.5194163940056, 173.1687428892728, 196.81806938454005, 220.4673958798073, 244.11672237507452, 267.76604887034176]",43.097447165303,"U",1
"671","T_160524_5_3","[1, 0, 0, 0, 0, 9, 2, 20, 14, 9, 8, 5]","[4.219584837469708, 14.461092269559476, 24.70259970164924, 34.94410713373901, 45.18561456582878, 55.42712199791855, 65.66862943000831, 75.91013686209808, 86.15164429418785, 96.39315172627761, 106.63465915836738, 116.87616659045715, 127.11767402254691]",19.5818459856044,"S",1
"672","T_160524_5_4","[16, 3, 0, 10, 25, 14, 11, 6, 8]","[2.4939629653305246, 16.415406763880135, 30.33685056242975, 44.25829436097936, 58.17973815952897, 72.10118195807858, 86.0226257566282, 99.9440695551778, 113.86551335372742, 127.78695715227704]",37.2975724617046,"S",1
"673","T_160524_5_5","[5, 0, 10, 10, 0, 5]","[13.458095811940227, 28.27266036443213, 43.087224916924036, 57.90178946941594, 72.71635402190785, 87.53091857439975, 102.34548312689165]",35.6799426406781,"S",1
"674","T_160524_7_1","[55, 34, 11, 4, 0, 2, 0, 14, 39]","[4.871955318084198, 22.102217336342225, 39.33247935460025, 56.56274137285828, 73.79300339111632, 91.02326540937435, 108.25352742763236, 125.4837894458904, 142.7140514641484, 159.94431348240644]",82.4081344002453,"S",-1
"675","T_160524_7_2","[1, 0, 0, 0, 0, 0, 11, 27, 12, 32, 22, 14, 5]","[13.53726419349262, 18.503636201377432, 23.470008209262247, 28.43638021714706, 33.402752225031875, 38.36912423291669, 43.3354962408015, 48.30186824868631, 53.268240256571126, 58.23461226445594, 63.200984272340754, 68.16735628022558, 73.13372828811038, 78.10010029599519]",20.9868222053198,"S",1
"676","T_160524_7_3","[10, 7, 0, 0, 0, 0, 0, 0, 3, 25, 18, 10, 14]","[5.313252045585767, 12.645842613017292, 19.978433180448818, 27.311023747880345, 34.643614315311865, 41.97620488274339, 49.30879545017493, 56.64138601760645, 63.973976585037974, 71.3065671524695, 78.63915771990102, 85.97174828733255, 93.30433885476408, 100.6369294221956]",23.6447284641646,"S",1
"677","T_160524_7_4","[17, 7, 16, 10, 7, 8, 13, 12]","[40.1823013403824, 51.26879681702904, 62.35529229367568, 73.44178777032232, 84.52828324696895, 95.6147787236156, 106.70127420026225, 117.78776967690888, 128.8742651535555]",56.8120445553524,"S",0
"678","T_160524_7_6","[31, 3, 0, 0, 14, 8, 22, 9]","[3.8816218500699406, 17.154697468450085, 30.42777308683023, 43.70084870521037, 56.973924323590516, 70.24699994197067, 83.52007556035079, 96.79315117873094, 110.0662267971111]",37.0643108960203,"S",1
"679","T_160524_7_7","[99, 82, 51, 61, 36, 34, 18, 7, 0, 7, 39]","[12.732446444212954, 42.35971709087859, 71.98698773754421, 101.61425838420985, 131.24152903087548, 160.86879967754112, 190.49607032420676, 220.1233409708724, 249.75061161753803, 279.3778822642036, 309.00515291086924, 338.6324235575349]",264.564246940871,"S",-1
"680","T_160524_8_1","[127, 27, 11, 11, 8, 4, 14, 27, 23]","[27.17451459809145, 63.31878880333117, 99.46306300857088, 135.60733721381058, 171.75161141905033, 207.89588562429003, 244.04015982952973, 280.1844340347695, 316.3287082400092, 352.4729824452489]",225.96802272691,"S",-1
"681","T_160524_9_1","[11, 8, 0, 0, 0, 5, 21]","[6.641925628817914, 29.568542666037082, 52.495159703256256, 75.42177674047542, 98.3483937776946, 121.27501081491377, 144.20162785213293, 167.12824488935212]",63.9584682218658,"U",1
"682","T_160524_12_1","[65, 4, 0, 0, 5, 73, 9, 6, 27]","[19.121244445504935, 52.9548163973491, 86.78838834919327, 120.62196030103743, 154.4555322528816, 188.28910420472576, 222.12267615656992, 255.9562481084141, 289.78982006025825, 323.6233920121024]",103.705174325115,"S",1
"683","T_160524_13_1","[72, 7, 1, 0, 72, 6, 0, 7, 6]","[11.031801703000411, 41.65446268808705, 72.27712367317369, 102.89978465826034, 133.522445643347, 164.14510662843364, 194.76776761352028, 225.39042859860692, 256.01308958369356, 286.6357505687802]",118.211115150804,"S",1
"684","T_160524_14_1","[7, 18, 20, 7, 3, 10, 5, 6]","[41.05582612779279, 45.21177974417496, 49.36773336055714, 53.52368697693931, 57.67964059332148, 61.83559420970366, 65.99154782608582, 70.147501442468, 74.30345505885018]",59.7576174015126,"S",-1
"685","T_160524_14_2","[5, 0, 0, 2, 12, 0, 20]","[5.963049487190465, 44.44689437911815, 82.93073927104582, 121.41458416297351, 159.8984290549012, 198.38227394682886, 236.86611883875656, 275.34996373068424]",63.688816825082,"S",1
"686","T_160527_1_1","[100, 108, 95, 13, 2, 9, 37, 44, 56, 42]","[4.046385509444824, 55.06839671310644, 106.09040791676804, 157.11241912042968, 208.13443032409128, 259.15644152775286, 310.1784527314145, 361.2004639350761, 412.2224751387377, 463.24448634239934, 514.2664975460609]",233.645435925922,"S",-1
"687","T_160527_1_2","[33, 22, 0, 0, 1, 0, 25, 31]","[8.232870864567378, 33.1417272900846, 58.05058371560183, 82.95944014111906, 107.86829656663629, 132.77715299215353, 157.68600941767076, 182.594865843188, 207.50372226870522]",70.5050119283604,"S",1
"688","T_160527_1_3","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 15, 20, 7, 6, 7]","[19.872517329496862, 28.50710509514282, 37.14169286078878, 45.77628062643474, 54.4108683920807, 63.04545615772666, 71.68004392337261, 80.31463168901857, 88.94921945466453, 97.58380722031049, 106.21839498595645, 114.85298275160241, 123.48757051724836, 132.12215828289433, 140.7567460485403, 149.39133381418625, 158.02592157983221, 166.66050934547818, 175.29509711112414, 183.9296848767701, 192.56427264241606, 201.19886040806202, 209.83344817370795]",32.8243989779658,"S",1
"689","T_160527_1_4","[30, 38, 0, 0, 0, 3, 29, 24]","[4.559800851556786, 34.440889318837506, 64.32197778611823, 94.20306625339896, 124.08415472067968, 153.9652431879604, 183.84633165524113, 213.72742012252183, 243.60850858980257]",79.2625220197586,"S",-1
"690","T_160527_3_1","[12, 14, 10, 7, 11, 14, 32, 27, 70, 45, 52, 19, 10, 14]","[7.333589537852012, 16.26590966742996, 25.198229797007905, 34.13054992658586, 43.0628700561638, 51.99519018574175, 60.9275103153197, 69.85983044489764, 78.79215057447558, 87.72447070405353, 96.65679083363148, 105.58911096320942, 114.52143109278738, 123.45375122236533, 132.38607135194326]",38.5967099913748,"S",1
