Node,Community
823400451,0.0
974788614,3.0
666916874,2.0
2008926220,1.0
1039867920,0.0
636465174,0.0
1630734360,4.0
789248033,0.0
1005490210,2.0
634069028,0.0
946485296,0.0
603785283,1.0
512645188,0.0
1007882308,2.0
1415829574,0.0
634759240,1.0
788940872,0.0
1762674761,0.0
883030091,0.0
729954382,1.0
880668750,2.0
912390224,2.0
945057870,3.0
1943812176,1.0
856131667,2.0
5901195352,0.0
510623836,4.0
5813041244,0.0
5813041247,3.0
1975187554,2.0
1976565858,2.0
5813018729,2.0
976830572,3.0
948834414,0.0
944423023,0.0
5813078133,2.0
857806966,0.0
1102334088,3.0
758239379,3.0
1068912795,3.0
480258208,0.0
1788676257,2.0
1888524453,0.0
794337453,0.0
2039273648,1.0
5813078194,0.0
609233083,4.0
821272765,0.0
732686529,4.0
760570054,0.0
1852754119,3.0
1888213190,0.0
666122442,0.0
2101348562,1.0
1975187675,1.0
889194717,2.0
581634271,1.0
5813018847,2.0
5813090530,0.0
668152044,0.0
5901199598,1.0
1068523766,0.0
1037535479,3.0
729530620,0.0
1755556097,1.0
5813010690,1.0
1071640835,2.0
854776068,3.0
695798021,1.0
1040609541,2.0
944724233,0.0
943048975,0.0
916828438,4.0
5813070112,0.0
2065197353,2.0
573774122,0.0
636789034,1.0
2038280489,2.0
5813012781,4.0
850708783,2.0
5813041458,0.0
855439675,0.0
5813041468,3.0
542056766,1.0
1447201088,0.0
699515201,0.0
787908929,1.0
1887177026,1.0
5901203780,0.0
850972999,0.0
696772937,0.0
1570685257,0.0
919845196,3.0
727855437,0.0
821987663,0.0
454693209,0.0
757215581,1.0
1039237469,2.0
1849684319,0.0
762982753,0.0
730222949,0.0
822684007,3.0
668148078,0.0
391631218,0.0
977123707,0.0
5813057923,0.0
1067538821,1.0
700567946,0.0
1788680591,2.0
849992080,2.0
731922839,0.0
727808408,0.0
760566169,0.0
1820721562,2.0
5813012889,0.0
1825440160,2.0
2069647778,4.0
727527845,4.0
759888294,0.0
5901193642,3.0
730562988,0.0
704078253,0.0
913013165,0.0
730562993,0.0
1755556277,3.0
883018168,0.0
417540543,1.0
1881059780,1.0
790577606,1.0
1733677514,2.0
882995659,0.0
947513805,3.0
912044495,2.0
5813133775,4.0
698194389,0.0
852302293,0.0
5813078494,2.0
574378463,0.0
5813012970,1.0
5813058028,1.0
638136814,0.0
763730414,4.0
1164374521,0.0
487795196,0.0
882383361,2.0
1036503560,3.0
1912777226,2.0
855384597,0.0
758903321,0.0
264083994,1.0
1006854683,0.0
914027038,0.0
1888178718,3.0
735091236,3.0
850717220,1.0
2256863785,1.0
725860918,2.0
729219639,0.0
5812980282,1.0
604070461,1.0
819993149,2.0
912667199,0.0
942725696,2.0
973765182,0.0
849275471,2.0
759888465,0.0
2383731281,0.0
724820565,4.0
916773484,0.0
1070613107,2.0
1886132855,0.0
1226797688,0.0
917842566,0.0
1225114259,0.0
1944502935,1.0
694813336,1.0
761229983,0.0
763652770,0.0
5813093028,0.0
1790364325,3.0
852302504,0.0
1793403571,3.0
760566454,0.0
634090169,1.0
917086906,0.0
574382779,4.0
5813013183,0.0
575384259,0.0
913341138,0.0
5813013202,0.0
633438933,1.0
761938645,0.0
5813064407,0.0
512981720,0.0
761232088,0.0
