modules,ari_1um_link,ari_1um_weight,ari_5um_link,ari_5um_weight,nmi_1um_link,nmi_1um_weight,nmi_5um_link,nmi_5um_weight
Module 1,14.831832452773465,147.99447091447576,43.926323364687406,633.484472267796,19.256484699198904,155.60183550656043,50.17137063964569,504.52589377303076
Module 2,12.167761580379846,76.8441864431804,27.42431847928148,1484.1616446921994,12.539783417683124,111.2654910376237,25.668497394497262,434.65950905721246
Module 3,8.059107568531827,22.07613932464021,27.163111964435284,746.5057333668451,15.444288468066055,48.71080318191993,51.864136276533195,357.39847504057093
Module 4,3.692002651696044,69.52632954837046,10.440475983739256,477.18291373470777,6.440105171831604,69.20546340138517,12.886546093181355,464.17874677402403
Module 5,36.18719932757447,49.05264931182606,139.2513469245021,508.65701303111916,35.17895572588703,63.31576268455329,92.41014502154285,329.25639226159274
Module 6,3.952388412138423,48.77605147807549,7.749637704048363,7.902015478912767,6.157707578473207,76.47707438877414,35.38270735493015,68.64808030987507
Module 7,16.027318422488694,190.27347875350347,77.47518957793744,710.9106386474625,18.850182013108565,177.64181086102613,45.84154456276118,314.4800431797243
Module 8,10.173423221744134,25.190337686634976,9.882807348124276,79.28977991905272,15.320503534350864,76.60962151203356,16.479261408469497,184.58840142487873
